,WMO_WIND_IN_24H
20035,75.0
20036,80.0
20037,80.0
20038,80.0
20039,80.0
20040,80.0
20041,76.0
20042,72.0
20043,67.5
20044,63.0
20045,60.0
20046,57.0
20047,56.0
20048,55.0
20049,55.0
20050,55.0
20051,52.5
20052,50.0
20053,47.5
20054,45.0
20055,45.0
20056,45.0
20057,45.0
20058,45.0
20059,45.0
20060,45.0
20061,45.0
20062,45.0
20063,64.0
20064,70.0
20065,80.0
20066,90.0
20067,90.0
20068,90.0
20069,90.0
20070,90.0
20071,85.0
20072,80.0
20073,75.0
20074,70.0
20075,65.0
20076,60.0
20077,57.5
20078,55.0
20079,52.5
20080,50.0
20081,47.5
20082,45.0
20083,43.5
20084,42.0
20085,42.0
20086,42.0
20087,42.0
20088,42.0
20089,41.0
20090,40.0
20091,41.0
20092,42.0
20093,43.5
20094,45.0
20095,45.0
20096,45.0
20097,45.0
20098,45.0
20099,45.0
20100,45.0
20101,45.0
20102,45.0
20103,45.0
20104,45.0
20105,45.0
20106,45.0
20107,45.0
20108,45.0
20109,46.0
20110,47.0
20111,48.5
20112,50.0
20113,47.5
20114,45.0
20115,45.0
20116,45.0
20117,44.0
20118,43.0
20119,41.5
20120,40.0
20121,42.5
20122,45.0
20123,46.5
20124,48.0
20125,46.5
20126,45.0
20127,43.5
20128,42.0
20129,41.0
20130,40.0
20131,38.5
20132,37.0
20133,36.0
20134,35.0
20135,35.0
20136,35.0
20137,92.5
20138,90.0
20139,87.5
20140,85.0
20141,82.5
20142,80.0
20143,80.0
20144,80.0
20145,82.5
20146,85.0
20147,87.5
20148,90.0
20149,90.0
20150,90.0
20151,90.0
20152,90.0
20153,90.0
20154,90.0
20155,90.0
20156,90.0
20157,87.5
20158,85.0
20159,85.0
20160,85.0
20161,85.0
20162,85.0
20163,85.0
20164,85.0
20165,85.0
20166,85.0
20167,90.0
20168,95.0
20169,93.5
20170,92.0
20171,88.5
20172,85.0
20173,85.0
20174,85.0
20175,82.5
20176,80.0
20177,78.5
20178,77.0
20179,76.0
20180,75.0
20181,72.5
20182,70.0
20183,69.0
20184,68.0
20185,65.5
20186,63.0
20187,60.5
20188,58.0
20189,56.5
20190,55.0
20191,55.0
20192,55.0
20193,55.0
20194,55.0
20195,55.0
20196,55.0
20197,54.0
20198,53.0
20199,51.5
20200,50.0
20201,51.5
20202,53.0
20203,55.0
20204,57.0
20205,57.0
20206,57.0
20207,56.0
20208,55.0
20209,52.5
20210,50.0
20211,47.5
20212,45.0
20213,43.5
20214,42.0
20215,41.0
20216,40.0
20217,38.5
20218,37.0
20219,37.0
20220,37.0
20221,36.0
20222,35.0
20223,32.5
20224,30.0
20225,30.0
20226,30.0
20227,30.0
20228,30.0
20229,30.0
20230,30.0
20231,80.0
20232,80.0
20233,85.0
20234,90.0
20235,90.0
20236,90.0
20237,97.5
20238,105.0
20239,105.0
20240,105.0
20241,105.0
20242,105.0
20243,105.0
20244,105.0
20245,105.0
20246,105.0
20247,105.0
20248,105.0
20249,100.0
20250,95.0
20251,102.5
20252,110.0
20253,110.0
20254,110.0
20255,102.5
20256,95.0
20257,92.5
20258,90.0
20259,90.0
20260,90.0
20261,90.0
20262,90.0
20263,85.0
20264,80.0
20265,80.0
20266,80.0
20267,85.0
20268,90.0
20269,85.0
20270,80.0
20271,75.0
20272,70.0
20273,67.5
20274,65.0
20275,65.0
20276,65.0
20277,65.0
20278,65.0
20279,65.0
20280,65.0
20281,65.0
20282,65.0
20283,62.5
20284,60.0
20285,60.0
20286,60.0
20287,60.0
20288,60.0
20289,60.0
20290,60.0
20291,60.0
20292,60.0
20293,57.5
20294,55.0
20295,55.0
20296,55.0
20297,54.636364
20298,54.272728
20299,53.909092
20300,53.545456
20301,53.18182
20302,52.81818
20303,52.454544
20304,52.090908
20305,51.727272
20306,51.363636
20307,51.0
20308,50.636364
20309,50.272728
20310,49.909092
20311,49.545456
20312,49.18182
20313,48.81818
20314,48.454544
20315,48.090908
20316,47.727272
20317,47.363636
20318,47.0
20319,46.636364
20320,46.272728
20321,45.909092
20322,45.545456
20323,45.18182
20324,44.81818
20325,39.0
20326,38.636364
20327,38.272728
20328,37.909092
20329,37.545456
20330,37.18182
20331,36.81818
20332,36.454544
20333,36.090908
20334,35.727272
20335,35.363636
20336,35.0
20337,35.0
20338,35.0
20339,35.0
20340,35.0
20341,35.0
20342,35.0
20343,35.0
20344,35.0
20345,35.0
20346,35.0
20347,35.0
20348,35.0
20349,35.0
20350,35.0
20351,34.25926
20352,33.51852
20353,32.77778
20354,32.037037
20355,31.296297
20356,30.555555
20357,29.814816
20358,29.074074
20359,28.333334
20360,27.592592
20361,26.851852
20362,26.11111
20363,25.37037
20364,24.62963
20365,23.88889
20366,23.148148
20367,22.407408
20368,21.666666
20369,20.925926
20370,20.185184
20371,19.444445
20372,18.703703
20373,17.962963
20374,17.222221
20375,16.481482
20376,15.740741
20377,75.0
20378,80.0
20379,80.0
20380,80.0
20381,75.0
20382,70.0
20383,65.0
20384,60.0
20385,50.0
20386,40.0
20387,37.5
20388,35.0
20389,32.5
20390,30.0
20391,27.5
20392,25.0
20393,22.5
20394,20.0
20395,20.0
20396,20.0
20397,20.0
20398,20.0
20399,20.0
20400,20.0
20401,20.0
20402,20.0
20403,20.0
20404,20.0
20405,67.5
20406,70.0
20407,75.0
20408,80.0
20409,85.0
20410,90.0
20411,87.5
20412,85.0
20413,82.5
20414,80.0
20415,77.5
20416,75.0
20417,70.0
20418,65.0
20419,60.0
20420,55.0
20421,55.0
20422,55.0
20423,52.5
20424,50.0
20425,51.0
20426,52.0
20427,53.5
20428,55.0
20429,52.5
20430,50.0
20431,46.0
20432,42.0
20433,43.5
20434,45.0
20435,46.0
20436,47.0
20437,46.0
20438,45.0
20439,44.0
20440,43.0
20441,42.5
20442,42.0
20443,41.0
20444,40.0
20445,40.0
20446,40.0
20447,40.0
20448,40.0
20449,55.0
20450,60.0
20451,65.0
20452,70.0
20453,80.0
20454,90.0
20455,90.0
20456,90.0
20457,90.0
20458,90.0
20459,90.0
20460,90.0
20461,85.0
20462,80.0
20463,70.0
20464,60.0
20465,60.0
20466,60.0
20467,65.0
20468,70.0
20469,70.0
20470,70.0
20471,70.0
20472,70.0
20473,65.0
20474,60.0
20475,57.5
20476,55.0
20477,55.0
20478,55.0
20479,52.5
20480,50.0
20481,48.42105
20482,46.842106
20483,45.263157
20484,43.68421
20485,42.105263
20486,40.526318
20487,38.94737
20488,37.36842
20489,35.789474
20490,34.210526
20491,32.63158
20492,31.052631
20493,29.473684
20494,27.894737
20495,26.31579
20496,24.736841
20497,55.0
20498,50.0
20499,47.5
20500,45.0
20501,42.5
20502,40.0
20503,37.5
20504,35.0
20505,35.0
20506,35.0
20507,35.0
20508,35.0
20509,36.0
20510,37.0
20511,38.5
20512,40.0
20513,41.0
20514,42.0
20515,42.5
20516,43.0
20517,44.0
20518,45.0
20519,46.0
20520,47.0
20521,48.5
20522,50.0
20523,48.5
20524,47.0
20525,45.0
20526,43.0
20527,43.0
20528,43.0
20529,43.0
20530,43.0
20531,43.0
20532,43.0
20533,43.0
20534,43.0
20535,42.5
20536,42.0
20537,41.0
20538,40.0
20539,40.0
20540,40.0
20541,41.0
20542,42.0
20543,43.5
20544,45.0
20545,46.0
20546,47.0
20547,50.0
20548,55.0
20549,55.0
20550,55.0
20551,47.5
20552,40.0
20553,37.5
20554,35.0
20555,37.5
20556,40.0
20557,45.0
20558,50.0
20559,57.5
20560,65.0
20561,67.5
20562,70.0
20563,80.0
20564,90.0
20565,92.5
20566,95.0
20567,95.0
20568,95.0
20569,92.5
20570,90.0
20571,95.0
20572,100.0
20573,105.0
20574,110.0
20575,110.0
20576,110.0
20577,112.5
20578,115.0
20579,117.5
20580,120.0
20581,122.5
20582,125.0
20583,125.0
20584,125.0
20585,120.0
20586,115.0
20587,110.0
20588,105.0
20589,100.0
20590,95.0
20591,87.5
20592,80.0
20593,77.5
20594,75.0
20595,70.0
20596,65.0
20597,60.0
20598,55.0
20599,50.0
20600,45.0
20601,40.0
20602,35.0
20603,31.0
20604,27.0
20605,23.0
20606,19.0
20607,65.0
20608,65.0
20609,65.0
20610,55.0
20611,50.0
20612,40.0
20613,40.0
20614,30.0
20615,30.0
20616,30.0
20617,27.5
20618,25.0
20619,25.0
20620,25.0
20621,25.0
20622,25.0
20623,30.0
20624,30.0
20625,30.0
20626,30.0
20627,30.0
20628,25.0
20629,25.0
20630,25.0
20631,25.0
20632,25.0
20633,25.0
20634,25.0
20635,25.0
20636,25.0
20637,25.0
20638,25.0
20639,25.0
20640,25.0
20641,25.0
20642,25.0
20643,25.0
20644,25.0
20645,25.0
20646,25.0
20647,25.0
20648,25.0
20649,25.0
20650,25.0
20651,25.0
20652,25.0
20653,25.0
20654,25.0
20655,25.0
20656,25.0
20657,25.0
20658,25.0
20659,25.0
20660,25.0
20661,25.0
20662,25.0
20663,25.0
20664,25.0
20665,25.0
20666,25.0
20667,25.0
20668,25.0
20669,30.0
20670,30.0
20671,30.0
20672,30.0
20673,30.0
20674,30.0
20675,30.0
20676,30.0
20677,30.0
20678,30.0
20679,30.0
20680,30.0
20681,30.0
20682,30.0
20683,30.0
20684,30.0
20685,30.0
20686,30.0
20687,27.5
20688,25.0
20689,25.0
20690,25.0
20691,25.0
20692,27.5
20693,30.0
20694,32.5
20695,35.0
20696,35.0
20697,40.0
20698,40.0
20699,35.0
20700,40.0
20701,45.0
20702,50.0
20703,55.0
20704,55.0
20705,50.0
20706,50.0
20707,50.0
20708,50.0
20709,50.0
20710,50.0
20711,50.0
20712,50.0
20713,50.0
20714,50.0
20715,45.0
20716,45.0
20717,40.0
20718,40.0
20719,40.0
20720,40.0
20721,40.0
20722,40.0
20723,40.0
20724,40.0
20725,40.0
20726,35.0
20727,30.0
20728,35.0
20729,35.0
20730,35.0
20731,35.0
20732,35.0
20733,37.5
20734,40.0
20735,42.5
20736,45.0
20737,47.5
20738,50.0
20739,50.0
20740,50.0
20741,52.5
20742,55.0
20743,60.0
20744,65.0
20745,67.5
20746,70.0
20747,75.0
20748,80.0
20749,82.5
20750,85.0
20751,90.0
20752,95.0
20753,100.0
20754,105.0
20755,105.0
20756,105.0
20757,102.5
20758,100.0
20759,90.0
20760,80.0
20761,75.0
20762,70.0
20763,67.5
20764,65.0
20765,50.0
20766,35.0
20767,35.0
20768,35.0
20769,35.0
20770,35.0
20771,35.0
20772,35.0
20773,35.0
20774,35.0
20775,35.0
20776,35.0
20777,35.0
20778,35.0
20779,35.0
20780,35.0
20781,40.0
20782,40.0
20783,40.0
20784,40.0
20785,37.5
20786,35.0
20787,35.0
20788,35.0
20789,35.0
20790,35.0
20791,35.0
20792,35.0
20793,32.5
20794,30.0
20795,32.5
20796,35.0
20797,34.827587
20798,34.655174
20799,34.482758
20800,34.310345
20801,34.13793
20802,33.96552
20803,33.793102
20804,33.62069
20805,33.448277
20806,33.275864
20807,33.103447
20808,32.931034
20809,80.0
20810,75.0
20811,72.5
20812,70.0
20813,67.5
20814,65.0
20815,62.5
20816,60.0
20817,55.454544
20818,50.909092
20819,46.363636
20820,41.81818
20821,37.272728
20822,32.727272
20823,28.181818
20824,23.636364
20825,19.09091
20826,14.545455
20827,40.0
20828,40.0
20829,40.0
20830,40.0
20831,37.5
20832,35.0
20833,35.0
20834,35.0
20835,35.0
20836,35.0
20837,32.5
20838,30.0
20839,27.5
20840,25.0
20841,43.0
20842,44.0
20843,45.0
20844,50.0
20845,55.0
20846,57.5
20847,60.0
20848,60.0
20849,60.0
20850,57.5
20851,55.0
20852,52.5
20853,50.0
20854,47.5
20855,45.0
20856,42.5
20857,40.0
20858,40.0
20859,40.0
20860,37.5
20861,35.0
20862,35.0
20863,35.0
20864,35.0
20865,35.0
20866,32.5
20867,30.0
20868,30.0
20869,30.0
20870,32.5
20871,35.0
20872,36.0
20873,37.0
20874,37.0
20875,37.0
20876,36.76
20877,36.52
20878,45.0
20879,45.0
20880,40.0
20881,40.0
20882,35.0
20883,32.5
20884,30.0
20885,27.5
20886,25.0
20887,25.0
20888,25.0
20889,25.0
20890,25.0
20891,25.0
20892,25.0
20893,25.0
20894,25.0
20895,25.0
20896,25.0
20897,25.0
20898,25.0
20899,25.0
20900,25.0
20901,25.0
20902,25.0
20903,30.0
20904,30.0
20905,32.5
20906,35.0
20907,35.0
20908,40.0
20909,40.0
20910,45.0
20911,55.0
20912,60.0
20913,65.0
20914,65.0
20915,70.0
20916,70.0
20917,70.0
20918,70.0
20919,75.0
20920,80.0
20921,80.0
20922,80.0
20923,80.0
20924,80.0
20925,80.0
20926,85.0
20927,90.0
20928,90.0
20929,90.0
20930,95.0
20931,95.0
20932,95.0
20933,90.0
20934,75.0
20935,60.0
20936,50.0
20937,45.0
20938,40.0
20939,35.0
20940,30.0
20941,27.5
20942,25.0
20943,26.666666
20944,28.333334
20945,35.0
20946,35.0
20947,35.0
20948,37.5
20949,40.0
20950,40.0
20951,40.0
20952,40.0
20953,40.0
20954,40.0
20955,40.0
20956,37.5
20957,35.0
20958,35.0
20959,35.0
20960,35.0
20961,35.0
20962,35.0
20963,35.0
20964,35.0
20965,35.0
20966,35.0
20967,35.0
20968,35.0
20969,35.0
20970,35.0
20971,35.0
20972,35.0
20973,35.0
20974,35.0
20975,35.0
20976,35.0
20977,35.0
20978,35.0
20979,35.0
20980,35.0
20981,35.0
20982,35.0
20983,35.0
20984,35.0
20985,35.0
20986,35.0
20987,35.0
20988,35.0
20989,35.0
20990,35.0
20991,35.0
20992,35.0
20993,35.0
20994,35.0
20995,35.0
20996,35.0
20997,35.0
20998,35.0
20999,35.0
21000,35.0
21001,35.0
21002,35.0
21003,35.0
21004,35.0
21005,35.0
21006,37.5
21007,40.0
21008,42.5
21009,45.0
21010,47.5
21011,50.0
21012,50.0
21013,50.0
21014,50.0
21015,55.0
21016,55.0
21017,60.0
21018,60.0
21019,60.0
21020,60.0
21021,55.0
21022,55.0
21023,55.0
21024,52.5
21025,50.0
21026,50.0
21027,50.0
21028,50.0
21029,50.0
21030,48.18182
21031,46.363636
21032,44.545456
21033,42.727272
21034,40.909092
21035,39.090908
21036,37.272728
21037,35.454544
21038,33.636364
21039,31.818182
21040,97.5
21041,105.0
21042,112.5
21043,120.0
21044,120.0
21045,120.0
21046,115.0
21047,110.0
21048,105.0
21049,100.0
21050,95.0
21051,90.0
21052,80.0
21053,70.0
21054,62.5
21055,55.0
21056,50.0
21057,45.0
21058,42.5
21059,40.0
21060,40.0
21061,40.0
21062,40.0
21063,40.0
21064,37.5
21065,35.0
21066,32.5
21067,30.0
21068,30.0
21069,30.0
21070,30.0
21071,30.0
21072,27.5
21073,25.0
21074,25.0
21075,25.0
21076,25.0
21077,25.0
21078,25.0
21079,25.0
21080,25.0
21081,25.0
21082,22.5
21083,20.0
21084,20.0
21085,20.0
21086,20.0
21087,20.0
21088,20.0
21089,20.0
21090,20.0
21091,20.0
21092,20.0
21093,20.0
21094,20.0
21095,20.0
21096,20.0
21097,20.0
21098,20.0
21099,20.0
21100,20.0
21101,20.0
21102,20.0
21103,20.0
21104,115.0
21105,120.0
21106,117.5
21107,115.0
21108,112.5
21109,110.0
21110,105.0
21111,100.0
21112,92.5
21113,85.0
21114,77.5
21115,70.0
21116,65.0
21117,60.0
21118,52.5
21119,45.0
21120,45.0
21121,45.0
21122,42.5
21123,40.0
21124,40.0
21125,40.0
21126,40.0
21127,40.0
21128,40.0
21129,40.0
21130,40.0
21131,37.5
21132,35.0
21133,35.0
21134,35.0
21135,35.0
21136,35.0
21137,32.5
21138,30.0
21139,40.0
21140,39.74359
21141,39.48718
21142,39.23077
21143,38.974358
21144,38.71795
21145,38.46154
21146,38.205128
21147,37.94872
21148,37.692307
21149,37.435898
21150,37.179485
21151,36.923077
21152,36.666668
21153,36.410255
21154,36.153847
21155,35.897434
21156,35.641026
21157,35.384617
21158,35.128204
21159,34.871796
21160,34.615383
21161,34.358974
21162,34.102566
21163,33.846153
21164,33.589745
21165,33.333332
21166,33.076923
21167,32.820515
21168,32.564102
21169,32.307693
21170,32.05128
21171,31.794872
21172,31.538462
21173,31.282051
21174,31.02564
21175,30.76923
21176,30.512821
21177,30.25641
21178,47.5
21179,50.0
21180,50.0
21181,55.0
21182,55.0
21183,55.0
21184,55.0
21185,60.0
21186,60.0
21187,65.0
21188,65.0
21189,65.0
21190,65.0
21191,65.0
21192,65.0
21193,65.0
21194,65.0
21195,60.0
21196,60.0
21197,60.0
21198,60.0
21199,55.0
21200,55.0
21201,50.0
21202,47.5
21203,45.0
21204,43.636364
21205,42.272728
21206,40.909092
21207,39.545456
21208,38.18182
21209,36.81818
21210,35.454544
21211,34.090908
21212,32.727272
21213,31.363636
21214,75.0
21215,80.0
21216,85.0
21217,87.5
21218,90.0
21219,92.5
21220,95.0
21221,95.0
21222,95.0
21223,92.5
21224,90.0
21225,87.5
21226,85.0
21227,82.5
21228,80.0
21229,77.5
21230,75.0
21231,67.5
21232,60.0
21233,57.5
21234,55.0
21235,50.0
21236,45.0
21237,42.5
21238,40.0
21239,37.5
21240,35.0
21241,32.5
21242,30.0
21243,30.0
21244,30.0
21245,30.0
21246,30.0
21247,30.0
21248,30.0
21249,27.5
21250,25.0
21251,25.0
21252,25.0
21253,22.5
21254,20.0
21255,20.0
21256,20.0
21257,20.0
21258,20.0
21259,20.0
21260,20.0
21261,17.5
21262,15.0
21263,15.0
21264,15.0
21265,97.5
21266,100.0
21267,100.0
21268,100.0
21269,97.5
21270,95.0
21271,95.0
21272,95.0
21273,95.0
21274,95.0
21275,95.0
21276,95.0
21277,95.0
21278,95.0
21279,97.5
21280,100.0
21281,100.0
21282,100.0
21283,100.0
21284,100.0
21285,102.5
21286,105.0
21287,105.0
21288,105.0
21289,105.0
21290,105.0
21291,100.0
21292,95.0
21293,95.0
21294,90.0
21295,90.0
21296,90.0
21297,90.0
21298,85.0
21299,85.0
21300,85.0
21301,85.0
21302,85.0
21303,75.0
21304,65.0
21305,55.0
21306,45.0
21307,43.846153
21308,42.692307
21309,41.53846
21310,40.384617
21311,39.23077
21312,38.076923
21313,36.923077
21314,35.76923
21315,34.615383
21316,33.46154
21317,32.307693
21318,31.153847
21319,65.0
21320,65.0
21321,65.0
21322,65.0
21323,60.0
21324,55.0
21325,50.0
21326,45.0
21327,45.0
21328,45.0
21329,45.0
21330,45.0
21331,45.0
21332,45.0
21333,42.5
21334,40.0
21335,37.5
21336,35.0
21337,35.0
21338,35.0
21339,35.0
21340,35.0
21341,35.0
21342,35.0
21343,35.0
21344,35.0
21345,32.5
21346,30.0
21347,30.0
21348,30.0
21349,30.0
21350,30.0
21351,27.5
21352,25.0
21353,25.0
21354,25.0
21355,25.0
21356,25.0
21357,25.0
21358,25.0
21359,25.0
21360,25.0
21361,25.0
21362,25.0
21363,25.0
21364,25.0
21365,25.0
21366,25.0
21367,25.0
21368,25.0
21369,25.0
21370,25.0
21371,25.0
21372,25.0
21373,25.0
21374,25.0
21375,25.0
21376,25.0
21377,27.5
21378,30.0
21379,32.5
21380,35.0
21381,35.0
21382,35.0
21383,35.0
21384,35.0
21385,35.0
21386,35.0
21387,35.0
21388,35.0
21389,35.0
21390,35.0
21391,35.0
21392,35.0
21393,35.0
21394,35.0
21395,35.0
21396,35.0
21397,35.0
21398,35.0
21399,32.5
21400,30.0
21401,30.0
21402,30.0
21403,60.0
21404,60.0
21405,62.5
21406,65.0
21407,70.0
21408,75.0
21409,82.5
21410,90.0
21411,90.0
21412,90.0
21413,87.5
21414,85.0
21415,82.5
21416,80.0
21417,77.5
21418,75.0
21419,70.0
21420,65.0
21421,62.5
21422,60.0
21423,57.5
21424,55.0
21425,50.0
21426,45.0
21427,45.0
21428,45.0
21429,42.5
21430,40.0
21431,40.0
21432,40.0
21433,40.0
21434,40.0
21435,42.5
21436,45.0
21437,45.0
21438,45.0
21439,45.0
21440,45.0
21441,45.0
21442,45.0
21443,42.5
21444,40.0
21445,37.5
21446,35.0
21447,32.5
21448,30.0
21449,27.5
21450,25.0
21451,25.0
21452,25.0
21453,25.0
21454,25.0
21455,25.0
21456,25.0
21457,22.5
21458,20.0
21459,20.0
21460,20.0
21461,17.5
21462,15.0
21463,35.0
21464,35.0
21465,35.0
21466,35.0
21467,35.0
21468,35.0
21469,35.0
21470,35.0
21471,35.0
21472,35.0
21473,35.0
21474,35.0
21475,35.0
21476,35.0
21477,35.0
21478,35.0
21479,35.0
21480,35.0
21481,35.0
21482,35.0
21483,35.0
21484,35.0
21485,35.0
21486,35.0
21487,35.0
21488,35.0
21489,35.0
21490,35.0
21491,35.0
21492,35.0
21493,35.0
21494,35.0
21495,35.0
21496,35.0
21497,35.0
21498,35.0
21499,35.0
21500,35.0
21501,35.0
21502,35.0
21503,35.0
21504,35.0
21505,35.0
21506,35.0
21507,35.0
21508,35.0
21509,35.0
21510,35.0
21511,35.0
21512,42.5
21513,45.0
21514,47.5
21515,50.0
21516,50.0
21517,50.0
21518,50.0
21519,50.0
21520,50.0
21521,50.0
21522,50.0
21523,50.0
21524,50.0
21525,50.0
21526,50.0
21527,50.0
21528,50.0
21529,50.0
21530,50.0
21531,50.0
21532,50.0
21533,47.5
21534,45.0
21535,45.0
21536,45.0
21537,42.5
21538,40.0
21539,37.5
21540,35.0
21541,35.0
21542,35.0
21543,35.0
21544,35.0
21545,34.814816
21546,34.62963
21547,34.444443
21548,34.25926
21549,34.074074
21550,33.88889
21551,33.703705
21552,33.51852
21553,33.333332
21554,33.148148
21555,32.962963
21556,32.77778
21557,32.592594
21558,32.407406
21559,32.22222
21560,32.037037
21561,31.851852
21562,31.666666
21563,31.481482
21564,31.296297
21565,31.11111
21566,30.925926
21567,30.74074
21568,30.555555
21569,50.0
21570,50.0
21571,50.0
21572,47.5
21573,45.0
21574,42.5
21575,40.0
21576,40.0
21577,40.0
21578,37.5
21579,35.0
21580,35.0
21581,35.0
21582,35.0
21583,35.0
21584,35.0
21585,35.0
21586,35.0
21587,35.0
21588,35.0
21589,35.0
21590,37.5
21591,40.0
21592,45.0
21593,50.0
21594,52.5
21595,55.0
21596,55.0
21597,55.0
21598,55.0
21599,55.0
21600,57.5
21601,60.0
21602,65.0
21603,70.0
21604,72.5
21605,75.0
21606,75.0
21607,75.0
21608,75.0
21609,75.0
21610,75.0
21611,75.0
21612,75.0
21613,75.0
21614,75.0
21615,70.0
21616,70.0
21617,70.0
21618,65.0
21619,65.0
21620,60.0
21621,55.0
21622,45.0
21623,45.0
21624,45.0
21625,40.0
21626,40.0
21627,35.0
21628,35.0
21629,35.0
21630,35.0
21631,35.0
21632,35.0
21633,35.0
21634,35.0
21635,35.0
21636,35.0
21637,35.0
21638,35.0
21639,35.0
21640,35.0
21641,35.0
21642,35.0
21643,37.5
21644,40.0
21645,40.0
21646,40.0
21647,37.5
21648,35.0
21649,35.0
21650,35.0
21651,35.0
21652,35.0
21653,35.0
21654,35.0
21655,35.0
21656,35.0
21657,35.0
21658,35.0
21659,35.0
21660,35.0
21661,35.0
21662,35.0
21663,34.72222
21664,34.444443
21665,34.166668
21666,33.88889
21667,33.61111
21668,33.333332
21669,33.055557
21670,32.77778
21671,32.5
21672,32.22222
21673,31.944445
21674,31.666666
21675,31.38889
21676,31.11111
21677,30.833334
21678,30.555555
21679,30.277779
21680,90.0
21681,90.0
21682,87.5
21683,85.0
21684,82.5
21685,80.0
21686,85.0
21687,90.0
21688,95.0
21689,100.0
21690,102.5
21691,105.0
21692,105.0
21693,105.0
21694,107.5
21695,110.0
21696,110.0
21697,110.0
21698,110.0
21699,110.0
21700,110.0
21701,110.0
21702,112.5
21703,115.0
21704,117.5
21705,120.0
21706,122.5
21707,125.0
21708,127.5
21709,130.0
21710,132.5
21711,135.0
21712,135.0
21713,135.0
21714,132.5
21715,130.0
21716,125.0
21717,120.0
21718,120.0
21719,120.0
21720,117.5
21721,115.0
21722,115.0
21723,115.0
21724,112.5
21725,110.0
21726,105.0
21727,100.0
21728,100.0
21729,100.0
21730,100.0
21731,100.0
21732,102.5
21733,105.0
21734,105.0
21735,105.0
21736,107.5
21737,110.0
21738,112.5
21739,115.0
21740,115.0
21741,115.0
21742,117.5
21743,120.0
21744,117.5
21745,115.0
21746,110.0
21747,105.0
21748,102.5
21749,100.0
21750,97.5
21751,95.0
21752,92.5
21753,90.0
21754,87.5
21755,85.0
21756,80.0
21757,75.0
21758,70.0
21759,65.0
21760,62.5
21761,60.0
21762,57.5
21763,55.0
21764,50.0
21765,45.0
21766,42.5
21767,40.0
21768,40.0
21769,40.0
21770,37.5
21771,35.0
21772,35.0
21773,35.0
21774,35.0
21775,35.0
21776,35.0
21777,35.0
21778,35.0
21779,35.0
21780,35.0
21781,35.0
21782,35.0
21783,35.0
21784,35.0
21785,52.5
21786,55.0
21787,60.0
21788,65.0
21789,65.0
21790,65.0
21791,67.5
21792,70.0
21793,70.0
21794,70.0
21795,70.0
21796,70.0
21797,70.0
21798,70.0
21799,70.0
21800,70.0
21801,70.0
21802,70.0
21803,70.0
21804,70.0
21805,70.0
21806,70.0
21807,70.0
21808,70.0
21809,70.0
21810,70.0
21811,70.0
21812,70.0
21813,70.0
21814,70.0
21815,70.0
21816,70.0
21817,70.0
21818,70.0
21819,65.0
21820,65.0
21821,65.0
21822,65.0
21823,65.0
21824,65.0
21825,65.0
21826,60.0
21827,60.0
21828,60.0
21829,55.0
21830,50.0
21831,47.5
21832,45.0
21833,45.0
21834,45.0
21835,43.636364
21836,42.272728
21837,40.909092
21838,39.545456
21839,38.18182
21840,36.81818
21841,35.454544
21842,34.090908
21843,32.727272
21844,31.363636
21845,30.0
21846,30.0
21847,30.0
21848,30.0
21849,30.0
21850,30.0
21851,30.0
21852,30.0
21853,30.0
21854,30.0
21855,30.0
21856,30.0
21857,30.0
21858,30.0
21859,30.0
21860,30.0
21861,30.0
21862,30.0
21863,32.5
21864,35.0
21865,35.0
21866,35.0
21867,35.0
21868,35.0
21869,35.0
21870,35.0
21871,37.5
21872,40.0
21873,40.0
21874,40.0
21875,40.0
21876,40.0
21877,42.5
21878,45.0
21879,42.5
21880,40.0
21881,40.0
21882,40.0
21883,37.5
21884,35.0
21885,35.0
21886,35.0
21887,35.0
21888,35.0
21889,32.5
21890,30.0
21891,92.5
21892,90.0
21893,85.0
21894,80.0
21895,77.5
21896,75.0
21897,75.0
21898,75.0
21899,72.5
21900,70.0
21901,67.5
21902,65.0
21903,62.5
21904,60.0
21905,57.5
21906,55.0
21907,52.5
21908,50.0
21909,47.5
21910,45.0
21911,40.0
21912,35.0
21913,32.5
21914,30.0
21915,30.0
21916,30.0
21917,30.0
21918,30.0
21919,30.0
21920,30.0
21921,30.0
21922,30.0
21923,27.5
21924,25.0
21925,22.5
21926,20.0
21927,20.0
21928,20.0
21929,20.0
21930,20.0
21931,20.0
21932,20.0
21933,20.0
21934,20.0
21935,20.0
21936,20.0
21937,20.0
21938,20.0
21939,35.0
21940,35.0
21941,35.0
21942,35.0
21943,35.0
21944,35.0
21945,35.0
21946,35.0
21947,35.0
21948,35.0
21949,35.0
21950,35.0
21951,35.0
21952,37.5
21953,40.0
21954,40.0
21955,40.0
21956,40.0
21957,40.0
21958,40.0
21959,40.0
21960,40.0
21961,40.0
21962,37.5
21963,35.0
21964,34.814816
21965,34.62963
21966,34.444443
21967,34.25926
21968,34.074074
21969,33.88889
21970,33.703705
21971,33.51852
21972,33.333332
21973,33.148148
21974,32.962963
21975,32.77778
21976,32.592594
21977,32.407406
21978,32.22222
21979,32.037037
21980,31.851852
21981,31.666666
21982,31.481482
21983,31.296297
21984,31.11111
21985,30.925926
21986,30.74074
21987,30.555555
21988,30.37037
21989,30.185184
21990,42.5
21991,45.0
21992,47.5
21993,50.0
21994,52.5
21995,55.0
21996,55.0
