,WMO_WIND_IN_24H
9347,97.5
9348,105.0
9349,110.0
9350,115.0
9351,107.5
9352,100.0
9353,95.0
9354,90.0
9355,80.0
9356,70.0
9357,65.0
9358,60.0
9359,57.5
9360,55.0
9361,52.5
9362,50.0
9363,47.5
9364,45.0
9365,42.5
9366,40.0
9367,40.0
9368,40.0
9369,37.5
9370,35.0
9371,35.0
9372,35.0
9373,32.5
9374,30.0
9375,30.0
9376,30.0
9377,27.5
9378,25.0
9379,25.0
9380,25.0
9381,22.5
9382,20.0
9383,60.0
9384,60.0
9385,60.0
9386,60.0
9387,60.0
9388,60.0
9389,60.0
9390,60.0
9391,60.0
9392,65.0
9393,70.0
9394,75.0
9395,80.0
9396,85.0
9397,90.0
9398,97.5
9399,105.0
9400,110.0
9401,115.0
9402,115.0
9403,115.0
9404,115.0
9405,115.0
9406,115.0
9407,115.0
9408,112.5
9409,110.0
9410,110.0
9411,110.0
9412,107.5
9413,105.0
9414,102.5
9415,100.0
9416,100.0
9417,100.0
9418,100.0
9419,100.0
9420,100.0
9421,100.0
9422,97.5
9423,95.0
9424,92.5
9425,90.0
9426,90.0
9427,90.0
9428,85.0
9429,85.0
9430,85.0
9431,85.0
9432,80.0
9433,80.0
9434,80.0
9435,70.0
9436,70.0
9437,65.0
9438,65.0
9439,65.0
9440,65.0
9441,65.0
9442,65.0
9443,65.0
9444,60.0
9445,60.0
9446,60.0
9447,60.0
9448,55.0
9449,55.0
9450,50.0
9451,50.0
9452,50.0
9453,50.0
9454,55.0
9455,53.96552
9456,52.931034
9457,51.896553
9458,50.86207
9459,49.827587
9460,48.793102
9461,47.75862
9462,46.724136
9463,45.689655
9464,44.655174
9465,43.62069
9466,42.58621
9467,41.551723
9468,40.517242
9469,39.482758
9470,38.448277
9471,37.41379
9472,36.37931
9473,35.344826
9474,34.310345
9475,33.275864
9476,60.0
9477,60.0
9478,60.0
9479,65.0
9480,70.0
9481,75.0
9482,75.0
9483,75.0
9484,75.0
9485,80.0
9486,90.0
9487,90.0
9488,95.0
9489,95.0
9490,100.0
9491,100.0
9492,100.0
9493,100.0
9494,100.0
9495,90.0
9496,60.0
9497,45.0
9498,40.0
9499,40.0
9500,30.0
9501,30.0
9502,30.0
9503,27.5
9504,25.0
9505,25.0
9506,25.0
9507,25.0
9508,25.0
9509,20.0
9510,20.0
9511,20.0
9512,60.0
9513,60.0
9514,62.5
9515,65.0
9516,70.0
9517,70.0
9518,70.0
9519,65.0
9520,60.0
9521,55.0
9522,50.0
9523,57.5
9524,55.0
9525,52.5
9526,50.0
9527,50.0
9528,50.0
9529,50.0
9530,50.0
9531,50.0
9532,50.0
9533,52.5
9534,55.0
9535,57.5
9536,60.0
9537,62.5
9538,65.0
9539,67.5
9540,70.0
9541,72.5
9542,75.0
9543,72.5
9544,70.0
9545,70.0
9546,70.0
9547,70.0
9548,70.0
9549,70.0
9550,70.0
9551,70.0
9552,70.0
9553,67.5
9554,65.0
9555,62.5
9556,60.0
9557,60.0
9558,60.0
9559,60.0
9560,60.0
9561,57.5
9562,55.0
9563,52.5
9564,50.0
9565,47.5
9566,45.0
9567,42.5
9568,40.0
9569,37.5
9570,35.0
9571,35.0
9572,35.0
9573,35.0
9574,35.0
9575,35.0
9576,35.0
9577,35.0
9578,35.0
9579,35.0
9580,35.0
9581,37.5
9582,40.0
9583,42.5
9584,45.0
9585,45.0
9586,45.0
9587,45.0
9588,45.0
9589,45.0
9590,45.0
9591,47.5
9592,50.0
9593,52.5
9594,55.0
9595,60.0
9596,65.0
9597,65.0
9598,65.0
9599,65.0
9600,65.0
9601,65.0
9602,65.0
9603,62.5
9604,60.0
9605,57.5
9606,55.0
9607,52.5
9608,50.0
9609,80.0
9610,85.0
9611,90.0
9612,92.5
9613,95.0
9614,97.5
9615,100.0
9616,107.5
9617,115.0
9618,115.0
9619,115.0
9620,115.0
9621,115.0
9622,112.5
9623,110.0
9624,110.0
9625,110.0
9626,112.5
9627,115.0
9628,120.0
9629,125.0
9630,125.0
9631,125.0
9632,122.5
9633,120.0
9634,117.5
9635,115.0
9636,112.5
9637,110.0
9638,107.5
9639,105.0
9640,100.0
9641,95.0
9642,95.0
9643,92.5
9644,90.0
9645,87.5
9646,85.0
9647,85.0
9648,85.0
9649,85.0
9650,85.0
9651,82.5
9652,80.0
9653,75.0
9654,70.0
9655,67.5
9656,65.0
9657,60.0
9658,55.0
9659,52.5
9660,50.0
9661,75.0
9662,80.0
9663,90.0
9664,100.0
9665,105.0
9666,110.0
9667,110.0
9668,105.0
9669,100.0
9670,95.0
9671,90.0
9672,80.0
9673,70.0
9674,70.0
9675,60.0
9676,60.0
9677,50.0
9678,45.0
9679,40.0
9680,40.0
9681,37.5
9682,35.0
9683,30.0
9684,25.0
9685,25.384615
9686,25.76923
9687,26.153847
9688,26.538462
9689,26.923077
9690,27.307692
9691,27.692308
9692,28.076923
9693,28.461538
9694,28.846153
9695,29.23077
9696,29.615385
9697,37.5
9698,40.0
9699,42.5
9700,45.0
9701,50.0
9702,55.0
9703,60.0
9704,65.0
9705,70.0
9706,75.0
9707,82.5
9708,90.0
9709,90.0
9710,90.0
9711,90.0
9712,90.0
9713,92.5
9714,95.0
9715,95.0
9716,95.0
9717,92.5
9718,90.0
9719,87.5
9720,85.0
9721,72.5
9722,60.0
9723,50.0
9724,40.0
9725,35.0
9726,30.0
9727,75.0
9728,80.0
9729,85.0
9730,90.0
9731,95.0
9732,102.5
9733,110.0
9734,110.0
9735,110.0
9736,110.0
9737,110.0
9738,110.0
9739,110.0
9740,107.5
9741,105.0
9742,105.0
9743,105.0
9744,102.5
9745,100.0
9746,97.5
9747,95.0
9748,92.5
9749,90.0
9750,87.5
9751,85.0
9752,82.5
9753,80.0
9754,77.5
9755,75.0
9756,72.5
9757,70.0
9758,65.0
9759,60.0
9760,60.0
9761,60.0
9762,60.0
9763,60.0
9764,60.0
9765,60.0
9766,56.5
9767,53.0
9768,49.5
9769,46.0
9770,42.5
9771,39.0
9772,52.5
9773,50.0
9774,48.5
9775,47.0
9776,46.0
9777,45.0
9778,43.5
9779,42.0
9780,39.5
9781,37.0
9782,33.5
9783,30.0
9784,30.0
9785,30.0
9786,30.0
9787,30.0
9788,30.0
9789,30.0
9790,29.0
9791,28.0
9792,27.5
9793,27.0
9794,27.0
9795,27.0
9796,27.0
9797,27.0
9798,26.0
9799,25.0
9800,25.0
9801,25.0
9802,25.0
9803,25.0
9804,25.0
9805,25.0
9806,25.0
9807,25.0
9808,22.5
9809,20.0
9810,20.0
9811,20.0
9812,20.0
9813,20.0
9814,20.0
9815,20.0
9816,20.0
9817,20.0
9818,20.0
9819,20.0
9820,20.0
9821,20.0
9822,52.5
9823,55.0
9824,57.5
9825,60.0
9826,65.0
9827,70.0
9828,72.5
9829,75.0
9830,77.5
9831,80.0
9832,82.5
9833,85.0
9834,90.0
9835,95.0
9836,100.0
9837,105.0
9838,110.0
9839,115.0
9840,115.0
9841,115.0
9842,115.0
9843,115.0
9844,112.5
9845,110.0
9846,110.0
9847,110.0
9848,110.0
9849,110.0
9850,105.0
9851,100.0
9852,97.5
9853,95.0
9854,95.0
9855,95.0
9856,92.5
9857,90.0
9858,90.0
9859,90.0
9860,87.5
9861,85.0
9862,85.0
9863,85.0
9864,80.0
9865,75.0
9866,70.0
9867,65.0
9868,62.5
9869,60.0
9870,57.5
9871,55.0
9872,50.0
9873,45.0
9874,42.5
9875,40.0
9876,37.5
9877,35.0
9878,35.0
9879,35.0
9880,37.5
9881,40.0
9882,40.0
9883,40.0
9884,40.0
9885,40.0
9886,40.0
9887,40.0
9888,40.0
9889,40.0
9890,40.0
9891,40.0
9892,37.5
9893,35.0
9894,34.565216
9895,34.130436
9896,33.695652
9897,33.260868
9898,32.826088
9899,32.391304
9900,31.956522
9901,31.52174
9902,31.086956
9903,30.652174
9904,30.217392
9905,29.782608
9906,55.0
9907,55.0
9908,55.0
9909,55.0
9910,55.0
9911,57.5
9912,60.0
9913,70.0
9914,80.0
9915,83.333336
9916,86.666664
9917,90.0
9918,90.0
9919,90.0
9920,90.0
9921,90.0
9922,90.0
9923,90.0
9924,90.0
9925,87.5
9926,85.0
9927,83.333336
9928,81.666664
9929,80.0
9930,75.0
9931,70.0
9932,67.5
9933,65.0
9934,63.333332
9935,61.666668
9936,60.0
9937,60.0
9938,60.0
9939,60.0
9940,60.0
9941,60.0
9942,61.666668
9943,63.333332
9944,65.0
9945,66.666664
9946,68.333336
9947,70.0
9948,75.0
9949,80.0
9950,83.333336
9951,86.666664
9952,90.0
9953,88.5
9954,87.0
9955,79.5
9956,72.0
9957,63.5
9958,55.0
9959,50.0
9960,45.0
9961,41.5
9962,38.0
9963,36.5
9964,35.0
9965,35.0
9966,35.0
9967,35.0
9968,35.0
9969,33.5
9970,32.0
9971,31.0
9972,30.0
9973,28.5
9974,27.0
9975,26.0
9976,25.0
9977,24.0
9978,23.0
9979,21.5
9980,20.0
9981,20.0
9982,20.0
9983,20.0
9984,20.0
9985,20.0
9986,20.0
9987,20.0
9988,20.0
9989,20.0
9990,20.0
9991,20.0
9992,20.0
9993,20.0
9994,20.0
9995,117.5
9996,120.0
9997,117.5
9998,115.0
9999,109.0
10000,103.0
10001,96.5
10002,90.0
10003,87.5
10004,85.0
10005,82.5
10006,80.0
10007,80.0
10008,80.0
10009,80.0
10010,80.0
10011,82.5
10012,85.0
10013,90.0
10014,95.0
10015,95.0
10016,95.0
10017,97.5
10018,100.0
10019,105.0
10020,110.0
10021,110.0
10022,110.0
10023,105.0
10024,100.0
10025,97.5
10026,95.0
10027,90.0
10028,85.0
10029,82.5
10030,80.0
10031,75.0
10032,70.0
10033,67.5
10034,65.0
10035,65.0
10036,65.0
10037,64.0
10038,63.0
10039,61.5
10040,60.0
10041,57.5
10042,55.0
10043,52.5
10044,50.0
10045,49.0
10046,48.0
10047,47.0
10048,46.0
10049,35.0
10050,35.0
10051,35.0
10052,35.0
10053,35.0
10054,35.0
10055,35.0
10056,35.0
10057,35.0
10058,35.0
10059,37.5
10060,40.0
10061,40.0
10062,40.0
10063,42.5
10064,45.0
10065,47.5
10066,50.0
10067,50.0
10068,50.0
10069,55.0
10070,60.0
10071,60.0
10072,60.0
10073,60.0
10074,60.0
10075,52.5
10076,45.0
10077,42.5
10078,40.0
10079,37.5
10080,35.0
10081,35.0
10082,35.0
10083,35.0
10084,35.0
10085,34.210526
10086,33.42105
10087,32.63158
10088,31.842106
10089,31.052631
10090,30.263159
10091,29.473684
10092,28.68421
10093,27.894737
10094,27.105263
10095,26.31579
10096,25.526316
10097,24.736841
10098,23.947369
10099,23.157894
10100,22.368422
10101,21.578947
10102,20.789474
10103,30.0
10104,31.0
10105,32.0
10106,33.5
10107,35.0
10108,36.5
10109,38.0
10110,39.0
10111,40.0
10112,41.5
10113,43.0
10114,44.0
10115,45.0
10116,45.0
10117,45.0
10118,44.0
10119,43.0
10120,41.5
10121,40.0
10122,40.0
10123,40.0
10124,41.5
10125,43.0
10126,44.0
10127,45.0
10128,45.0
10129,45.0
10130,45.0
10131,45.0
10132,45.0
10133,45.0
10134,45.0
10135,45.0
10136,44.0
10137,43.0
10138,42.5
10139,42.0
10140,41.0
10141,40.0
10142,40.0
10143,40.0
10144,41.0
10145,42.0
10146,42.5
10147,45.0
10148,45.0
10149,45.0
10150,45.0
10151,45.0
10152,47.5
10153,50.0
10154,52.5
10155,55.0
10156,50.0
10157,45.0
10158,40.0
10159,35.0
10160,35.0
10161,35.0
10162,32.5
10163,30.0
10164,28.88889
10165,27.777779
10166,26.666666
10167,25.555555
10168,24.444445
10169,23.333334
10170,22.222221
10171,21.11111
10172,45.0
10173,45.0
10174,45.0
10175,45.0
10176,44.0
10177,43.0
10178,41.5
10179,40.0
10180,39.0
10181,38.0
10182,38.0
10183,38.0
10184,38.0
10185,38.0
10186,39.0
10187,40.0
10188,41.0
10189,42.0
10190,41.0
10191,40.0
10192,40.0
10193,40.0
10194,39.0
10195,38.0
10196,36.5
10197,35.0
10198,35.0
10199,35.0
10200,35.0
10201,35.0
10202,120.0
10203,120.0
10204,120.0
10205,122.5
10206,125.0
10207,122.5
10208,120.0
10209,117.5
10210,115.0
10211,112.5
10212,110.0
10213,105.0
10214,100.0
10215,96.0
10216,92.0
10217,87.5
10218,83.0
10219,79.0
10220,75.0
10221,72.5
10222,70.0
10223,67.5
10224,65.0
10225,65.0
10226,65.0
10227,65.0
10228,65.0
10229,67.5
10230,70.0
10231,67.05882
10232,64.117645
10233,61.17647
10234,58.235294
10235,55.294117
10236,52.35294
10237,49.411766
10238,46.47059
10239,55.0
10240,60.0
10241,60.0
10242,60.0
10243,65.0
10244,70.0
10245,75.0
10246,80.0
10247,80.0
10248,80.0
10249,77.5
10250,75.0
10251,67.5
10252,60.0
10253,60.0
10254,60.0
10255,55.0
10256,50.0
10257,50.0
10258,50.0
10259,45.0
10260,40.0
10261,37.5
10262,35.0
10263,35.0
10264,35.0
10265,32.5
10266,30.0
10267,30.0
10268,30.0
10269,27.5
10270,25.0
10271,51.5
10272,55.0
10273,52.5
10274,50.0
10275,45.0
10276,40.0
10277,37.0
10278,34.0
10279,33.0
10280,32.0
10281,31.0
10282,30.0
10283,30.0
10284,30.0
10285,30.0
10286,30.0
10287,29.0
10288,28.0
10289,27.5
10290,27.0
10291,26.0
10292,25.0
10293,24.0
10294,23.0
10295,21.5
10296,20.0
10297,65.0
10298,70.0
10299,75.0
10300,80.0
10301,85.0
10302,90.0
10303,85.0
10304,80.0
10305,72.5
10306,65.0
10307,57.5
10308,50.0
10309,45.0
10310,40.0
10311,38.076923
10312,36.153847
10313,34.23077
10314,32.307693
10315,30.384615
10316,28.461538
10317,26.538462
10318,24.615385
10319,22.692308
10320,20.76923
10321,65.0
10322,70.0
10323,75.0
10324,75.0
10325,75.0
10326,77.5
10327,80.0
10328,90.0
10329,100.0
10330,97.5
10331,95.0
10332,77.5
10333,60.0
10334,54.285713
10335,48.57143
10336,42.857143
10337,37.142857
10338,31.428572
10339,25.714285
10340,110.0
10341,110.0
10342,100.0
10343,80.0
10344,55.0
10345,42.5
10346,30.0
10347,27.5
10348,25.0
10349,24.92
10350,24.84
10351,24.76
10352,24.68
10353,24.6
10354,24.52
10355,24.44
10356,24.36
10357,24.28
10358,24.2
10359,24.12
10360,24.04
10361,23.96
10362,23.88
10363,47.0
10364,47.0
10365,47.0
10366,47.0
10367,47.0
10368,47.0
10369,47.0
10370,47.5
10371,48.0
10372,49.0
10373,50.0
10374,50.0
10375,50.0
10376,50.0
10377,50.0
10378,50.0
10379,50.0
10380,50.0
10381,50.0
10382,50.0
10383,50.0
10384,50.0
10385,50.0
10386,49.0
10387,48.0
10388,46.5
10389,45.0
10390,43.5
10391,42.0
10392,41.0
10393,40.0
10394,40.0
10395,40.0
10396,39.0
10397,38.0
10398,37.5
10399,37.0
10400,33.0
10401,31.5
10402,30.0
10403,29.0
10404,28.0
10405,26.5
10406,25.0
10407,27.5
10408,30.0
10409,32.5
10410,35.0
10411,35.0
10412,35.0
10413,37.5
10414,40.0
10415,41.0
10416,42.0
10417,43.5
10418,45.0
10419,45.0
10420,45.0
10421,45.0
10422,45.0
10423,45.0
10424,45.0
10425,80.0
10426,80.0
10427,85.0
10428,90.0
10429,90.0
10430,90.0
10431,90.0
10432,90.0
10433,90.0
10434,95.0
10435,100.0
10436,105.0
10437,105.0
10438,115.0
10439,120.0
10440,120.0
10441,120.0
10442,120.0
10443,122.5
10444,125.0
10445,130.0
10446,131.25
10447,132.5
10448,133.75
10449,135.0
10450,135.0
10451,135.0
10452,135.0
10453,135.0
10454,135.0
10455,130.0
10456,125.0
10457,120.0
10458,115.0
10459,107.5
10460,100.0
10461,95.0
10462,90.0
10463,85.0
10464,80.0
10465,75.0
10466,70.0
10467,70.0
10468,70.0
10469,70.0
10470,70.0
10471,70.0
10472,70.0
10473,70.0
10474,70.0
10475,72.5
10476,75.0
10477,77.5
10478,80.0
10479,80.0
10480,80.0
10481,77.5
10482,75.0
10483,75.0
10484,75.0
10485,72.5
10486,70.0
10487,72.5
10488,75.0
10489,70.0
10490,65.0
10491,65.0
10492,65.0
10493,62.5
10494,60.0
10495,60.0
10496,60.0
10497,60.0
10498,60.0
10499,55.0
10500,50.0
10501,50.0
10502,50.0
10503,50.0
10504,52.5
10505,55.0
10506,55.0
10507,55.0
10508,55.0
10509,55.0
10510,55.0
10511,55.0
10512,55.0
10513,55.0
10514,55.0
10515,55.0
10516,52.5
10517,50.0
10518,47.5
10519,45.0
10520,42.5
10521,40.0
10522,40.0
10523,40.0
10524,42.5
10525,45.0
10526,45.0
10527,45.0
10528,45.0
10529,45.0
10530,47.5
10531,50.0
10532,50.0
10533,50.0
10534,52.5
10535,55.0
10536,52.5
10537,50.0
10538,50.0
10539,50.0
10540,47.5
10541,45.0
10542,45.0
10543,45.0
10544,42.5
10545,40.0
10546,42.5
10547,45.0
10548,47.5
10549,50.0
10550,57.5
10551,65.0
10552,70.0
10553,75.0
10554,75.0
10555,75.0
10556,75.0
10557,75.0
10558,75.0
10559,75.0
10560,80.0
10561,85.0
10562,87.5
10563,90.0
10564,77.5
10565,65.0
10566,55.0
10567,45.0
10568,42.5
10569,40.0
10570,37.5
10571,35.0
10572,37.5
10573,40.0
10574,40.0
10575,40.0
10576,45.0
10577,50.0
10578,55.0
10579,60.0
10580,60.0
10581,60.0
10582,57.5
10583,55.0
10584,55.0
10585,55.0
10586,57.5
10587,60.0
10588,60.0
10589,60.0
10590,57.5
10591,55.0
10592,52.5
10593,50.0
10594,47.5
10595,45.0
10596,40.0
10597,35.0
10598,34.2
10599,33.4
10600,32.6
10601,31.8
10602,31.0
10603,30.2
10604,29.4
10605,28.6
10606,27.8
10607,27.0
10608,56.666668
10609,58.333332
10610,60.0
10611,62.5
10612,65.0
10613,68.333336
10614,71.666664
10615,75.0
10616,75.0
10617,75.0
10618,75.0
10619,72.5
10620,70.0
10621,65.0
10622,60.0
10623,55.0
10624,47.5
10625,40.0
10626,35.0
10627,30.0
10628,30.0
10629,30.0
10630,30.0
10631,25.0
10632,20.0
10633,17.5
10634,15.0
10635,40.0
10636,40.0
10637,40.0
10638,40.0
10639,42.5
10640,45.0
10641,45.0
10642,45.0
10643,45.0
10644,45.0
10645,45.0
10646,45.0
10647,45.0
10648,45.0
10649,45.0
10650,45.0
10651,45.0
10652,45.0
10653,45.0
10654,45.0
10655,42.5
10656,40.0
10657,37.5
10658,35.0
10659,35.0
10660,35.0
10661,35.0
10662,35.0
10663,35.0
10664,35.0
10665,35.0
10666,35.0
10667,35.0
10668,35.0
10669,34.634148
10670,34.26829
10671,33.90244
10672,33.536587
10673,33.17073
10674,32.80488
10675,32.439026
10676,32.07317
10677,31.707317
10678,31.341463
10679,30.975609
10680,30.609756
10681,30.243902
10682,29.878048
10683,29.512196
10684,29.146341
10685,28.780487
10686,28.414635
10687,28.04878
10688,27.682926
10689,27.317074
10690,26.95122
10691,26.585365
10692,26.219513
10693,25.853659
10694,25.487804
10695,25.121952
10696,24.756098
10697,24.390244
10698,24.024391
10699,23.658537
10700,23.292683
10701,22.926828
10702,22.560976
10703,80.0
10704,80.0
10705,80.0
10706,80.0
10707,80.0
10708,80.0
10709,80.0
10710,82.5
10711,85.0
10712,90.0
10713,95.0
10714,97.5
10715,100.0
10716,102.5
10717,105.0
10718,105.0
10719,105.0
10720,105.0
10721,105.0
10722,105.0
10723,105.0
10724,105.0
10725,105.0
10726,105.0
10727,105.0
10728,105.0
10729,105.0
10730,100.0
10731,95.0
10732,90.0
10733,85.0
10734,85.0
10735,85.0
10736,85.0
10737,85.0
10738,85.0
10739,85.0
10740,82.5
10741,80.0
10742,77.5
10743,75.0
10744,75.0
10745,75.0
10746,72.5
10747,70.0
10748,62.5
10749,55.0
10750,52.5
10751,50.0
10752,45.0
10753,40.0
10754,37.5
10755,35.0
10756,35.0
10757,35.0
10758,35.0
10759,35.0
10760,35.0
10761,35.0
10762,35.0
10763,35.0
10764,35.0
10765,35.0
10766,35.0
10767,35.0
10768,35.0
10769,35.0
10770,35.0
10771,35.0
10772,35.0
10773,35.0
10774,35.0
10775,35.0
10776,35.0
10777,35.0
10778,35.0
10779,35.0
10780,35.0
10781,35.0
10782,35.0
10783,35.0
10784,33.846153
10785,32.692307
10786,31.538462
10787,30.384615
10788,29.23077
10789,28.076923
10790,26.923077
10791,25.76923
10792,24.615385
10793,23.461538
10794,22.307692
10795,21.153847
10796,67.5
10797,65.0
10798,70.0
10799,75.0
10800,72.5
10801,70.0
10802,65.0
10803,60.0
10804,55.0
10805,50.0
10806,52.5
10807,55.0
10808,56.0
10809,57.0
10810,58.5
10811,60.0
10812,60.0
10813,60.0
10814,60.0
10815,60.0
10816,62.5
10817,65.0
10818,67.5
10819,70.0
10820,72.5
10821,75.0
10822,72.5
10823,70.0
10824,67.5
10825,65.0
10826,60.0
10827,55.0
10828,51.5
10829,48.0
10830,46.5
10831,45.0
10832,45.0
10833,45.0
10834,45.0
10835,45.0
10836,45.0
10837,45.0
10838,45.0
10839,45.0
10840,45.0
10841,45.0
10842,47.5
10843,50.0
10844,50.0
10845,50.0
10846,50.0
10847,50.0
10848,48.5
10849,47.0
10850,46.0
10851,45.0
10852,42.5
10853,40.0
10854,37.5
10855,35.0
10856,33.5
10857,32.0
10858,31.0
10859,30.0
10860,28.5
10861,27.0
10862,26.0
10863,25.0
10864,25.0
10865,25.0
10866,25.0
10867,25.0
10868,24.0
10869,23.0
10870,23.666666
10871,24.333334
10872,90.0
10873,77.5
10874,65.0
10875,57.5
10876,50.0
10877,42.5
10878,35.0
10879,30.0
10880,30.0
10881,100.0
10882,98.333336
10883,96.666664
10884,95.0
10885,87.5
10886,80.0
10887,76.25
10888,72.5
10889,68.75
10890,65.0
10891,55.0
10892,40.0
10893,30.0
10894,20.0
10895,55.0
10896,60.0
10897,60.0
10898,60.0
10899,62.5
10900,65.0
10901,70.0
10902,75.0
10903,77.5
10904,80.0
10905,80.0
10906,80.0
10907,80.0
10908,80.0
10909,82.5
10910,85.0
10911,85.0
10912,85.0
10913,85.0
10914,85.0
10915,85.0
10916,85.0
10917,85.0
10918,85.0
10919,85.0
10920,85.0
10921,85.0
10922,85.0
10923,87.5
10924,90.0
10925,90.0
10926,90.0
10927,95.0
10928,100.0
10929,105.0
10930,110.0
10931,110.0
10932,110.0
10933,107.5
10934,105.0
10935,102.5
10936,100.0
10937,95.0
10938,90.0
10939,85.0
10940,80.0
10941,75.0
10942,70.0
10943,70.0
10944,65.0
10945,65.0
10946,65.0
10947,60.0
10948,58.90625
10949,57.8125
10950,56.71875
10951,55.625
10952,54.53125
10953,53.4375
10954,52.34375
10955,51.25
10956,50.15625
10957,49.0625
10958,47.96875
10959,46.875
10960,45.78125
10961,44.6875
10962,43.59375
10963,42.5
10964,41.40625
10965,40.3125
10966,39.21875
10967,38.125
10968,37.03125
10969,35.9375
10970,34.84375
10971,33.75
10972,32.65625
10973,31.5625
10974,30.46875
10975,29.375
10976,28.28125
10977,27.1875
10978,26.09375
10979,50.0
10980,50.0
10981,50.0
10982,50.0
10983,47.5
10984,45.0
10985,45.0
10986,45.0
10987,42.5
10988,40.0
10989,40.0
10990,40.0
10991,35.0
10992,32.5
10993,30.0
10994,30.0
10995,30.0
10996,30.0
10997,30.0
10998,30.0
10999,30.0
11000,30.0
11001,30.0
11002,30.0
11003,30.0
11004,27.5
11005,25.0
11006,25.0
11007,25.0
11008,25.0
11009,25.0
11010,40.0
11011,40.0
11012,40.0
11013,40.0
11014,42.5
11015,45.0
11016,47.5
11017,50.0
11018,52.5
11019,55.0
11020,55.0
11021,55.0
11022,55.0
11023,55.0
11024,60.0
11025,65.0
11026,67.5
11027,70.0
11028,70.0
11029,70.0
11030,70.0
11031,70.0
11032,70.0
11033,70.0
11034,70.0
11035,70.0
11036,70.0
11037,70.0
11038,70.0
11039,70.0
11040,75.0
11041,80.0
11042,80.0
11043,80.0
11044,80.0
11045,80.0
11046,87.5
11047,95.0
11048,95.0
11049,95.0
11050,97.5
11051,100.0
11052,100.0
11053,100.0
11054,100.0
11055,100.0
11056,97.5
11057,95.0
11058,95.0
11059,95.0
11060,95.0
11061,95.0
11062,95.0
11063,95.0
11064,92.5
11065,90.0
11066,85.0
11067,80.0
11068,80.0
11069,80.0
11070,77.5
11071,75.0
11072,75.0
11073,75.0
11074,72.5
11075,70.0
11076,70.0
11077,70.0
11078,70.0
11079,65.0
11080,65.0
11081,65.0
11082,62.5
11083,60.0
11084,57.5
11085,55.0
11086,55.0
11087,55.0
11088,54.13793
11089,53.275864
11090,52.41379
11091,51.551723
11092,50.689655
11093,49.827587
11094,48.96552
11095,48.103447
11096,47.24138
11097,46.37931
11098,45.517242
11099,44.655174
11100,43.793102
11101,42.931034
11102,42.068966
11103,41.206898
11104,40.344826
11105,39.482758
11106,38.62069
11107,37.75862
11108,36.896553
11109,36.03448
11110,35.172413
11111,34.310345
11112,33.448277
11113,32.58621
11114,31.724138
11115,80.0
11116,82.5
11117,85.0
11118,90.0
11119,95.0
11120,97.5
11121,100.0
11122,100.0
11123,100.0
11124,100.0
11125,100.0
11126,105.0
11127,110.0
11128,115.0
11129,120.0
11130,122.5
11131,125.0
11132,125.0
11133,125.0
11134,120.0
11135,115.0
11136,107.5
11137,100.0
11138,95.0
11139,90.0
11140,85.0
11141,80.0
11142,77.5
11143,75.0
11144,72.5
11145,70.0
11146,65.0
11147,60.0
11148,57.5
11149,55.0
11150,52.5
11151,50.0
11152,47.5
11153,45.0
11154,45.0
11155,45.0
11156,40.0
11157,35.0
11158,35.0
11159,35.0
11160,32.5
11161,30.0
11162,30.0
11163,30.0
11164,30.0
11165,30.0
11166,27.5
11167,25.0
11168,25.0
11169,25.0
11170,25.0
11171,25.0
11172,25.0
11173,25.0
11174,25.0
11175,25.0
11176,25.0
11177,25.0
11178,102.5
11179,115.0
11180,120.0
11181,125.0
11182,122.5
11183,120.0
11184,115.0
11185,110.0
11186,102.5
11187,95.0
11188,90.0
11189,85.0
11190,85.0
11191,85.0
11192,85.0
11193,85.0
11194,82.5
11195,80.0
11196,80.0
11197,80.0
11198,85.0
11199,90.0
11200,95.0
11201,100.0
11202,107.5
11203,115.0
11204,110.0
11205,105.0
11206,105.0
11207,105.0
11208,100.0
11209,95.0
11210,90.0
11211,85.0
11212,72.5
11213,60.0
11214,57.5
11215,55.0
11216,50.0
11217,45.0
11218,45.0
11219,45.0
11220,40.0
11221,40.0
11222,37.5
11223,35.0
11224,30.0
11225,30.0
11226,30.0
11227,27.5
11228,25.0
11229,45.0
11230,45.0
11231,45.0
11232,45.0
11233,45.0
11234,45.0
11235,45.0
11236,45.0
11237,40.0
11238,40.0
11239,35.0
11240,35.0
11241,35.0
11242,35.0
11243,30.0
11244,27.5
11245,25.0
11246,25.0
11247,25.0
11248,62.5
11249,65.0
11250,70.0
11251,75.0
11252,75.0
11253,75.0
11254,72.5
11255,70.0
11256,67.5
11257,65.0
11258,65.0
11259,65.0
11260,62.5
11261,60.0
11262,60.0
11263,60.0
11264,60.0
11265,60.0
11266,62.5
11267,65.0
11268,65.0
11269,65.0
11270,67.5
11271,70.0
11272,72.5
11273,75.0
11274,77.5
11275,80.0
11276,75.0
11277,70.0
11278,62.5
11279,55.0
11280,45.0
11281,35.0
11282,30.0
11283,25.0
11284,22.5
11285,20.0
11286,35.0
11287,35.0
11288,37.5
11289,40.0
11290,40.0
11291,40.0
11292,40.0
11293,40.0
11294,42.5
11295,45.0
11296,42.5
11297,40.0
11298,37.5
11299,35.0
11300,33.0
11301,31.0
11302,29.0
11303,27.0
11304,50.0
11305,52.5
11306,55.0
11307,55.0
11308,55.0
11309,55.0
11310,55.0
11311,52.5
11312,50.0
11313,47.5
